year,total_morphine_mg,total_transactions,tot_pop,p_greater45,fips,State,unemp_avg_rate
2006,1423030479.9083,434974,9257962.0,3618604.0,1.0,AL,4.713235294117647
2007,1637193109.119735,479494,9345680.0,3689880.0,1.0,AL,4.989705882352942
2008,1826246581.2357502,516717,9436412.0,3762876.0,1.0,AL,7.197058823529412
2009,1971309788.7639,544196,9515876.0,3829324.0,1.0,AL,12.085294117647058
2010,2169217362.9756002,581130,9570874.0,3893060.0,1.0,AL,12.125
2011,2505370556.7472124,632014,9598138.0,3936840.0,1.0,AL,11.105882352941178
2012,2729790071.4580126,686266,9631176.0,3976522.0,1.0,AL,9.461764705882352
2013,2724048648.837525,702849,9660162.0,4013172.0,1.0,AL,8.598529411764707
2014,2756807713.882875,571826,9683598.0,4053738.0,1.0,AL,7.839705882352941
2015,2690464245.30705,523965,9704694.0,4096740.0,1.0,AL,7.066176470588236
2016,2543119822.8942003,523566,9727050.0,4144448.0,1.0,AL,6.69264705882353
2017,2221177809.8895,492856,9748972.0,4183268.0,1.0,AL,5.161764705882354
2018,1920207732.58665,444589,9775362.0,4216604.0,1.0,AL,4.455882352941177
2019,1670918446.698,419184,9806370.0,4248240.0,1.0,AL,3.6470588235294117
2006,712329896.6463,284235,5643522.0,2205066.0,5.0,AR,5.964473684210527
2007,852019849.5714874,323317,5697300.0,2246852.0,5.0,AR,6.139473684210526
2008,977223859.031075,357155,5749108.0,2289280.0,5.0,AR,6.136842105263159
2009,1105806557.5380375,378989,5793686.0,2327442.0,5.0,AR,8.535526315789474
2010,1220469118.2736125,412878,5843928.0,2363594.0,5.0,AR,8.726315789473684
2011,1352183209.4762251,439416,5881334.0,2388044.0,5.0,AR,8.830263157894738
2012,1460927535.587025,439649,5904328.0,2405694.0,5.0,AR,8.15263157894737
2013,1433632763.3009624,405987,5918800.0,2420956.0,5.0,AR,7.968421052631579
2014,1506404552.1004875,329398,5934784.0,2439462.0,5.0,AR,6.681578947368421
2015,1488660734.6007,311546,5956096.0,2462556.0,5.0,AR,5.69342105263158
2016,1432180040.2536,322290,5979836.0,2487004.0,5.0,AR,4.614473684210527
2017,1325884803.4643998,311431,6002690.0,2507514.0,5.0,AR,4.275
2018,1086716748.7689,283847,6019466.0,2525500.0,5.0,AR,4.165789473684211
2019,896191243.6931999,266614,6035608.0,2542916.0,5.0,AR,4.117105263157895
2006,1850165177.9885378,442486,12058282.0,4396130.0,4.0,AZ,5.987500000000001
2007,2160972495.8116755,493628,12335362.0,4542332.0,4.0,AZ,5.2125
2008,2460599540.1467505,531222,12560724.0,4679782.0,4.0,AZ,7.5375000000000005
2009,2808247431.30945,555719,12686308.0,4802582.0,4.0,AZ,12.43125
2010,3053182798.2761626,567262,12814344.0,4927754.0,4.0,AZ,12.81875
2011,3453184728.90705,607023,12945286.0,5033734.0,4.0,AZ,11.98125
2012,3678508943.1296253,629491,13109956.0,5142016.0,4.0,AZ,11.04375
2013,3473135204.385675,649673,13265528.0,5250304.0,4.0,AZ,10.6125
2014,3512885607.760725,597648,13460826.0,5375670.0,4.0,AZ,9.29375
2015,3346286554.8126006,526094,13659352.0,5517178.0,4.0,AZ,8.5875
2016,3165071114.146851,510814,13882144.0,5664946.0,4.0,AZ,7.6312500000000005
2017,2740907241.0190506,468130,14088016.0,5805664.0,4.0,AZ,6.74375
2018,2187517469.479201,421753,14316048.0,5939966.0,4.0,AZ,6.525
2019,1859039836.424701,408963,14557434.0,6083034.0,4.0,AZ,6.456250000000001
2006,7310039948.280863,1725738,72042404.0,24741396.0,6.0,CA,6.233898305084746
2007,8339283248.135675,1800493,72500622.0,25306290.0,6.0,CA,6.6881355932203395
2008,9178852405.261889,1890399,73208674.0,25928322.0,6.0,CA,8.628813559322035
2009,10143196336.415363,1959339,73922458.0,26580972.0,6.0,CA,12.867796610169492
2010,10518514326.907312,2089624,74639004.0,27197386.0,6.0,CA,14.10677966101695
2011,10987239940.244265,2226151,75276738.0,27723322.0,6.0,CA,13.625423728813558
2012,11397373390.3698,2166057,75897600.0,28231664.0,6.0,CA,12.305084745762711
2013,11074687882.932564,2213301,76521574.0,28741254.0,6.0,CA,10.505084745762714
2014,10622389138.410353,2009690,77193944.0,29275694.0,6.0,CA,8.901694915254238
2015,10257105141.269701,1588765,77836090.0,29837556.0,6.0,CA,7.559322033898305
2016,9497263291.45505,1515729,78334234.0,30301698.0,6.0,CA,6.92542372881356
2017,8413812214.835252,1397309,78716994.0,30674888.0,6.0,CA,6.059322033898305
2018,7059359198.258401,1276430,78923176.0,30967884.0,6.0,CA,5.301694915254237
2019,5885468606.564401,1174068,79024446.0,31208990.0,6.0,CA,5.169491525423729
2006,1000047164.916575,332740,9440846.0,3381506.0,8.0,CO,4.1523076923076925
2007,1172890536.2325625,378745,9607736.0,3494564.0,8.0,CO,3.5353846153846153
2008,1324741083.2888374,410433,9779460.0,3601366.0,8.0,CO,4.621538461538462
2009,1454845969.7619748,418955,9944390.0,3708062.0,8.0,CO,7.0307692307692315
2010,1625513165.5053375,441284,10094698.0,3799996.0,8.0,CO,9.023076923076923
2011,1862175367.99485,457555,10242216.0,3878698.0,8.0,CO,8.575384615384616
2012,1991675444.4916124,473592,10385294.0,3957110.0,8.0,CO,7.976923076923077
2013,1768086899.4597,467111,10538070.0,4039476.0,8.0,CO,6.981538461538462
2014,1709801159.0140874,434917,10700202.0,4125058.0,8.0,CO,5.164615384615385
2015,1653983876.75355,389322,10901246.0,4220946.0,8.0,CO,3.8707692307692305
2016,1535335314.28785,368595,11078430.0,4311044.0,8.0,CO,3.204615384615385
2017,1350401175.0192,339789,11223770.0,4385996.0,8.0,CO,2.6169230769230767
2018,1133463441.35295,317909,11382574.0,4456042.0,8.0,CO,3.0676923076923077
2019,985722431.89425,312039,11517472.0,4523150.0,8.0,CO,2.743076923076923
2006,1096573333.0754876,234692,7034920.0,2845960.0,9.0,CT,4.322222222222223
2007,1227880441.7513876,254954,7054540.0,2896348.0,9.0,CT,4.388888888888889
2008,1288870718.9821875,260814,7091158.0,2950260.0,9.0,CT,5.522222222222222
2009,1374796612.4214976,261289,7123614.0,3007978.0,9.0,CT,8.122222222222224
2010,1480440106.198161,269432,7158228.0,3062156.0,9.0,CT,9.411111111111111
2011,1524368491.497702,275792,7176566.0,3103922.0,9.0,CT,8.833333333333334
2012,1627704400.6582875,281782,7189094.0,3138574.0,9.0,CT,8.244444444444445
2013,1599433328.7256124,296032,7189682.0,3167294.0,9.0,CT,7.844444444444445
2014,1527564771.6390376,281697,7189048.0,3191840.0,9.0,CT,6.500000000000001
2015,1409010158.1327,250536,7174244.0,3213288.0,9.0,CT,5.522222222222223
2016,1230579014.06625,236209,7156282.0,3228974.0,9.0,CT,4.733333333333333
2017,1031308202.78985,212369,7146594.0,3237422.0,9.0,CT,4.300000000000001
2018,877528230.0609,191771,7143040.0,3242058.0,9.0,CT,3.7777777777777777
2019,773347833.5904,176442,7130574.0,3241208.0,9.0,CT,3.522222222222222
2006,73930590.85046251,14265,1141362.0,400642.0,11.0,DC,6.300000000000001
2007,87580634.46516252,16199,1148808.0,403238.0,11.0,DC,6.0
2008,81636805.91550002,15915,1160472.0,406634.0,11.0,DC,6.800000000000001
2009,93539899.89903751,17029,1184456.0,412186.0,11.0,DC,10.0
2010,101875473.44947502,18300,1210452.0,419074.0,11.0,DC,10.0
2011,116521675.4088,19719,1239600.0,426534.0,11.0,DC,10.2
2012,115245786.01968752,21810,1269848.0,432976.0,11.0,DC,9.0
2013,112320566.78580002,24078,1301162.0,440222.0,11.0,DC,8.4
2014,103890922.7144625,22574,1324656.0,446340.0,11.0,DC,7.7
2015,98689141.2843,19937,1350800.0,453088.0,11.0,DC,6.9
2016,90166580.5722,19047,1371630.0,459226.0,11.0,DC,6.2
2017,78703456.4976,17491,1389812.0,460996.0,11.0,DC,6.100000000000001
2018,65505202.3287,17354,1403094.0,462920.0,11.0,DC,5.7
2019,57985723.7301,16277,1411498.0,463010.0,11.0,DC,5.5
2006,356429270.54675007,77327,1718536.0,676528.0,10.0,DE,3.7500000000000004
2007,436620717.6131625,77307,1743498.0,696716.0,10.0,DE,3.575
2008,562554983.9866625,84183,1767748.0,717628.0,10.0,DE,5.025
2009,661385175.2914126,87139,1783460.0,734174.0,10.0,DE,8.325000000000001
2010,780288557.6050875,91289,1799186.0,751442.0,10.0,DE,8.8
2011,856692223.28565,90935,1814762.0,766512.0,10.0,DE,7.750000000000001
2012,673561796.359275,90272,1830358.0,781692.0,10.0,DE,7.225000000000001
2013,564158137.434975,91623,1847152.0,797168.0,10.0,DE,6.750000000000001
2014,534181114.7652,86042,1864974.0,813532.0,10.0,DE,5.725000000000001
2015,489462048.09540004,79138,1882504.0,830850.0,10.0,DE,4.9
2016,463171924.27185,78873,1897842.0,848178.0,10.0,DE,4.575
2017,417787189.24125004,74107,1913646.0,863210.0,10.0,DE,4.550000000000001
2018,365016920.7639,71615,1930958.0,877846.0,10.0,DE,3.7750000000000004
2019,308525139.45,66845,1947528.0,891034.0,10.0,DE,3.675
2006,7572190861.040725,1549017,36333980.0,15373130.0,12.0,FL,2.557352941176471
2007,9276717954.69229,1646513,36735684.0,15707718.0,12.0,FL,3.411764705882353
2008,12077676186.440424,1695653,37054610.0,16055340.0,12.0,FL,5.860294117647059
2009,15412311716.04572,1736990,37305288.0,16391014.0,12.0,FL,9.33529411764706
2010,19731877004.38125,1809094,37691074.0,16753372.0,12.0,FL,10.604411764705883
2011,15175717755.789488,1790556,38106474.0,17069394.0,12.0,FL,10.119117647058824
2012,9422474169.377888,1700506,38595644.0,17401330.0,12.0,FL,8.972058823529412
2013,7378501297.16175,1713397,39091242.0,17730008.0,12.0,FL,7.855882352941177
2014,7105947358.3529625,1433615,39691822.0,18122208.0,12.0,FL,6.801470588235295
2015,7046934306.350699,1294035,40418084.0,18578888.0,12.0,FL,5.833823529411766
2016,7259731634.8661995,1329406,41226954.0,19074818.0,12.0,FL,5.148529411764706
2017,7210389752.619599,1312272,41927226.0,19505164.0,12.0,FL,4.4941176470588236
2018,6334538917.50435,1197767,42488634.0,19872906.0,12.0,FL,3.905882352941177
2019,5763306595.7535,1150259,42955474.0,20210174.0,12.0,FL,3.5749999999999997
2006,1978677421.599802,703013,18311626.0,6212998.0,13.0,GA,5.401875
2007,2306577942.776202,785811,18699976.0,6434784.0,13.0,GA,5.431875
2008,2587466203.902216,859053,19009686.0,6636452.0,13.0,GA,7.456875000000001
2009,2935210119.140513,872609,19241692.0,6834616.0,13.0,GA,11.35875
2010,3464889191.641797,931741,19423762.0,7029504.0,13.0,GA,11.773125
2011,4010218667.7536626,1022167,19604862.0,7190882.0,13.0,GA,11.238125
2012,3830073746.34285,1036765,19802860.0,7347998.0,13.0,GA,10.1
2013,3574640114.6677876,1014253,19944958.0,7491198.0,13.0,GA,9.23625
2014,3567740805.322425,811529,20134556.0,7647812.0,13.0,GA,8.048125
2015,3609826651.581,737626,20356894.0,7825424.0,13.0,GA,6.865625
2016,3631621516.6635,747880,20603780.0,8006728.0,13.0,GA,6.15
2017,3478291162.4481,723703,20820660.0,8167406.0,13.0,GA,5.331875000000001
2018,3040931200.15575,661474,21022262.0,8311924.0,13.0,GA,4.470625
2019,2783937611.8452,646977,21234846.0,8448278.0,13.0,GA,4.0375
2006,445472347.677,182698,5965288.0,2401572.0,19.0,IA,3.8040000000000003
2007,487843762.0714,203106,5998424.0,2440190.0,19.0,IA,3.8560000000000003
2008,532016093.17005,227067,6033468.0,2474948.0,19.0,IA,4.32
2009,558864666.2850751,242726,6065740.0,2507570.0,19.0,IA,6.793000000000001
2010,607096894.8742875,272795,6101490.0,2536056.0,19.0,IA,6.242000000000001
2011,666408043.4775751,290269,6132672.0,2555320.0,19.0,IA,5.67
2012,689138195.015625,276590,6152380.0,2571458.0,19.0,IA,5.0360000000000005
2013,648452007.9980251,284206,6185994.0,2586036.0,19.0,IA,4.726
2014,651331079.738625,251313,6218700.0,2601700.0,19.0,IA,4.236000000000001
2015,624596548.1859,214181,6241920.0,2618290.0,19.0,IA,3.705
2016,576512334.6040499,212308,6262742.0,2634136.0,19.0,IA,3.5860000000000003
2017,508840835.1484499,203043,6283100.0,2644448.0,19.0,IA,3.035
2018,419300465.5163999,180135,6297236.0,2653368.0,19.0,IA,2.569
2019,354325090.1441999,166186,6310140.0,2662318.0,19.0,IA,2.6319999999999997
2006,315982494.257275,113657,2937338.0,1053610.0,16.0,ID,4.033333333333333
2007,350323098.6835625,121071,3010210.0,1088908.0,16.0,ID,3.4044444444444446
2008,389780872.50797504,129288,3068640.0,1119760.0,16.0,ID,5.2444444444444445
2009,433535268.49383754,136548,3108878.0,1147036.0,16.0,ID,8.775555555555556
2010,492793876.7394375,155232,3141492.0,1172494.0,16.0,ID,9.280000000000001
2011,549991217.4745126,161150,3167820.0,1193018.0,16.0,ID,8.8
2012,596565869.8177501,160568,3190648.0,1212656.0,16.0,ID,8.002222222222223
2013,608722722.7963876,156439,3222412.0,1233930.0,16.0,ID,7.528888888888889
2014,630023577.1821375,148595,3262224.0,1258084.0,16.0,ID,4.9222222222222225
2015,618365785.7939999,135994,3302118.0,1284352.0,16.0,ID,4.375555555555556
2016,591286962.4878,129476,3364760.0,1316672.0,16.0,ID,4.164444444444444
2017,557892364.8928499,123873,3435430.0,1350246.0,16.0,ID,3.6555555555555554
2018,489445240.4856,115577,3501072.0,1383646.0,16.0,ID,3.317777777777778
2019,436109169.48719996,110283,3574130.0,1421592.0,16.0,ID,3.3777777777777778
2006,1423975227.3760378,628039,25287910.0,9303166.0,17.0,IL,4.745631067961166
2007,1495658903.7673752,651023,25391732.0,9464208.0,17.0,IL,5.267961165048544
2008,1597109339.7266753,696434,25494076.0,9620876.0,17.0,IL,6.759223300970874
2009,1749429479.3548877,721433,25593556.0,9784242.0,17.0,IL,10.024271844660195
2010,1973982836.0535002,838685,25681006.0,9940278.0,17.0,IL,9.989320388349515
2011,2169810304.0565624,880957,25734908.0,10064624.0,17.0,IL,9.10873786407767
2012,2288150766.5253377,856625,25765020.0,10172082.0,17.0,IL,8.65728155339806
2013,2320213020.7909875,859345,25790258.0,10269146.0,17.0,IL,8.850485436893203
2014,2342274320.7226124,721083,25768986.0,10356448.0,17.0,IL,7.06116504854369
2015,2314577930.9494514,569111,25717826.0,10440172.0,17.0,IL,6.125242718446603
2016,2256080603.077501,555904,25641054.0,10514868.0,17.0,IL,6.074757281553398
2017,2055088471.287001,516323,25557656.0,10564040.0,17.0,IL,5.085436893203884
2018,1718626423.9485004,461537,25446142.0,10586224.0,17.0,IL,4.9310679611650485
2019,1477298458.9794755,435590,25343642.0,10602608.0,17.0,IL,4.285436893203884
2006,1564728983.7162125,537333,12665338.0,4770606.0,18.0,IN,5.127956989247312
2007,1877346430.940875,618792,12759198.0,4866466.0,18.0,IN,4.760215053763441
2008,2098374070.2153625,660840,12849612.0,4958368.0,18.0,IN,6.156989247311828
2009,2342393893.2686625,663921,12918650.0,5048508.0,18.0,IN,11.07741935483871
2010,2566822337.8113003,715341,12980864.0,5130118.0,18.0,IN,10.435483870967742
2011,2775207016.975725,745934,13033056.0,5189876.0,18.0,IN,9.096774193548388
2012,3029318569.025475,760338,13075406.0,5242558.0,18.0,IN,8.335483870967742
2013,2924742874.4849625,741108,13137426.0,5291412.0,18.0,IN,7.604301075268817
2014,2651655346.1363626,572632,13187288.0,5341824.0,18.0,IN,5.953763440860215
2015,2557643704.089,478963,13216844.0,5390536.0,18.0,IN,4.810752688172044
2016,2428409371.1637,476860,13268608.0,5446388.0,18.0,IN,4.405376344086022
2017,2165119412.84445,447073,13316156.0,5489176.0,18.0,IN,3.5204301075268813
2018,1857406922.9201999,416393,13390994.0,5530274.0,18.0,IN,3.4258064516129036
2019,1631176114.9703999,408051,13464438.0,5569708.0,18.0,IN,3.28494623655914
2006,660073174.601925,218835,5525862.0,2095032.0,20.0,KS,3.8424528301886793
2007,778281442.04305,249778,5567570.0,2134788.0,20.0,KS,3.8254716981132075
2008,852509938.9801,273095,5616152.0,2167722.0,20.0,KS,3.99622641509434
2009,911397364.6170375,288981,5665408.0,2203282.0,20.0,KS,5.709433962264152
2010,980631926.1941626,314849,5716380.0,2232462.0,20.0,KS,5.944339622641509
2011,1078559077.1911125,334911,5738450.0,2250998.0,20.0,KS,5.54056603773585
2012,1115856724.8012376,340079,5770514.0,2266006.0,20.0,KS,5.032075471698114
2013,1087890690.677025,331969,5786424.0,2278076.0,20.0,KS,4.679245283018869
2014,1104621632.363325,287570,5800950.0,2291642.0,20.0,KS,3.9745283018867927
2015,1090503302.0624998,275275,5818022.0,2307110.0,20.0,KS,3.899056603773585
2016,1054306115.8766999,278773,5821688.0,2321340.0,20.0,KS,3.829245283018868
2017,981533201.8453499,268667,5817436.0,2331056.0,20.0,KS,3.354716981132076
2018,841492078.5038999,250851,5822718.0,2339716.0,20.0,KS,3.057547169811321
2019,730593449.6879998,239948,5826628.0,2349906.0,20.0,KS,3.066981132075472
2006,1522889108.7626376,471347,8438478.0,3280748.0,21.0,KY,6.38099173553719
2007,1712020709.6524627,519734,8513344.0,3344012.0,21.0,KY,6.122314049586778
2008,1903089613.283075,557921,8579756.0,3414768.0,21.0,KY,7.155371900826447
2009,2124372092.1108377,580522,8634148.0,3473276.0,21.0,KY,11.892561983471074
2010,2434413708.852338,625894,8696362.0,3531900.0,21.0,KY,11.546280991735536
2011,2755616351.9113126,675933,8739642.0,3575810.0,21.0,KY,10.45289256198347
2012,2628012611.4286127,673536,8772692.0,3613398.0,21.0,KY,9.398347107438017
2013,2257111946.314125,622518,8809318.0,3647416.0,21.0,KY,9.292561983471074
2014,2227308702.7354875,482151,8828698.0,3683034.0,21.0,KY,7.542148760330579
2015,2154710251.8156,416341,8851952.0,3718556.0,21.0,KY,6.422314049586777
2016,2081534775.7020001,425451,8876364.0,3754408.0,21.0,KY,6.379338842975208
2017,1929160658.90715,410525,8904536.0,3782406.0,21.0,KY,5.895867768595042
2018,1739206923.4236,386218,8922306.0,3805436.0,21.0,KY,5.066115702479339
2019,1572052037.1093,373988,8935346.0,3825030.0,21.0,KY,4.864462809917356
2006,1525608772.8592126,423307,8605330.0,3224364.0,22.0,LA,4.498275862068966
2007,1622012601.1371775,449492,8751162.0,3300252.0,22.0,LA,4.826153846153847
2008,1764120614.4326,473454,8871172.0,3375940.0,22.0,LA,5.396923076923077
2009,1807651715.3178,483418,8983296.0,3445170.0,22.0,LA,8.018461538461539
2010,1848675081.311025,498223,9089064.0,3509674.0,22.0,LA,8.564615384615385
2011,1995317219.9882624,532484,9151250.0,3555760.0,22.0,LA,8.481538461538463
2012,2028310871.0828626,543554,9201944.0,3595018.0,22.0,LA,7.712307692307692
2013,1997153865.94065,542498,9249054.0,3630768.0,22.0,LA,7.3307692307692305
2014,1987098016.2696,413133,9288026.0,3663754.0,22.0,LA,7.115384615384616
2015,1911842655.3672,351779,9329256.0,3702712.0,22.0,LA,7.267692307692308
2016,1892406359.05455,354499,9356270.0,3739702.0,22.0,LA,6.9907692307692315
2017,1703292015.0456,332121,9341120.0,3761880.0,22.0,LA,5.86923076923077
2018,1450039008.0293999,303708,9319380.0,3776458.0,22.0,LA,5.5138461538461545
2019,1277926804.3509,296201,9297588.0,3788080.0,22.0,LA,5.361538461538461
2006,1662018549.1424625,324871,12820168.0,5053902.0,25.0,MA,4.5200000000000005
2007,1822826349.1023376,353252,12863118.0,5146320.0,25.0,MA,4.373333333333334
2008,1876914410.2165499,361207,12937934.0,5245992.0,25.0,MA,5.173333333333334
2009,2020594062.1751623,369504,13035226.0,5356534.0,25.0,MA,7.946666666666667
2010,2097485868.3529875,375871,13132614.0,5459710.0,25.0,MA,8.440000000000001
2011,2205721959.758925,386827,13227166.0,5545446.0,25.0,MA,7.666666666666667
2012,2262024862.9489875,401246,13326010.0,5630084.0,25.0,MA,7.140000000000001
2013,2222321055.9093,421485,13426630.0,5708342.0,25.0,MA,7.0600000000000005
2014,2086099262.999025,391825,13525192.0,5786062.0,25.0,MA,6.153333333333334
2015,1939674083.424,353709,13588456.0,5853848.0,25.0,MA,5.153333333333334
2016,1674296043.3169498,333596,13647216.0,5911450.0,25.0,MA,4.3133333333333335
2017,1436784368.9853,303809,13719578.0,5956750.0,25.0,MA,4.1
2018,1226330033.3466,274015,13765270.0,5989564.0,25.0,MA,3.8000000000000003
2019,1085060763.1866,257519,13785006.0,6012310.0,25.0,MA,3.3666666666666667
2006,1512337800.037075,372140,11254734.0,4250116.0,24.0,MD,4.44
2007,1711935529.1776626,406085,11306816.0,4334914.0,24.0,MD,4.072
2008,1898054711.2214625,422939,11369930.0,4425830.0,24.0,MD,4.964
2009,2279861946.76086,443888,11460776.0,4532956.0,24.0,MD,8.216000000000001
2010,2647683658.29675,468232,11577290.0,4633716.0,24.0,MD,8.668000000000001
2011,2722852771.19445,471334,11678838.0,4718296.0,24.0,MD,8.14
2012,2527554756.172575,473995,11773984.0,4798826.0,24.0,MD,7.6
2013,2349597029.5997252,480730,11846376.0,4866696.0,24.0,MD,7.192
2014,2317013359.8732376,448540,11914566.0,4931502.0,24.0,MD,6.324
2015,2278693279.31655,415906,11971124.0,4996202.0,24.0,MD,5.5360000000000005
2016,2212963064.4580503,412423,12006646.0,5051714.0,24.0,MD,4.78
2017,1980711039.97125,383114,12047736.0,5095806.0,24.0,MD,4.416
2018,1654006096.26765,350169,12071604.0,5124154.0,24.0,MD,4.2
2019,1451806922.78205,333420,12091360.0,5146764.0,24.0,MD,3.7560000000000002
2006,474781773.284025,111312,2647238.0,1159272.0,23.0,ME,5.294117647058824
2007,537183707.6644125,122106,2654080.0,1184056.0,23.0,ME,5.305882352941176
2008,574396885.386875,121457,2661018.0,1208214.0,23.0,ME,5.9941176470588236
2009,613317228.128475,128301,2659180.0,1228042.0,23.0,ME,9.247058823529413
2010,669012446.3596876,143791,2655258.0,1246938.0,23.0,ME,9.07058823529412
2011,690399246.598125,146125,2656568.0,1261346.0,23.0,ME,8.364705882352942
2012,671251045.1344125,139390,2655458.0,1274618.0,23.0,ME,7.823529411764706
2013,617290318.7189626,133042,2656018.0,1286170.0,23.0,ME,7.305882352941176
2014,593483074.2767625,121216,2661026.0,1298034.0,23.0,ME,6.129411764705883
2015,560171878.5138,117603,2656524.0,1306592.0,23.0,ME,4.847058823529412
2016,475338312.4311,111105,2662634.0,1318212.0,23.0,ME,4.182352941176471
2017,351806165.8908,97392,2669224.0,1328042.0,23.0,ME,3.7176470588235295
2018,309454754.715,88655,2678114.0,1335854.0,23.0,ME,3.4823529411764707
2019,275938401.26280004,87303,2688424.0,1343110.0,23.0,ME,3.2294117647058824
2006,2278924990.8659754,718373,20072162.0,7796474.0,26.0,MI,7.9452380952380945
2007,2687638449.5792627,816746,20002568.0,7925556.0,26.0,MI,8.079761904761906
2008,3059437577.3449,894392,19893778.0,8040868.0,26.0,MI,9.042857142857143
2009,3347944619.921625,928238,19803182.0,8159936.0,26.0,MI,13.727380952380951
2010,3647560123.8213377,1022076,19755020.0,8266720.0,26.0,MI,12.944047619047618
2011,3705455783.9631,1097789,19764824.0,8356044.0,26.0,MI,10.904761904761905
2012,3963626361.015638,1124033,19794290.0,8438316.0,26.0,MI,9.947619047619048
2013,3880357131.0969005,1146411,19826130.0,8509612.0,26.0,MI,9.826190476190476
2014,3931970779.3698754,919276,19859696.0,8581408.0,26.0,MI,8.170238095238096
2015,3806345560.0785003,723165,19863430.0,8648808.0,26.0,MI,6.496428571428572
2016,3585802141.621501,737613,19901142.0,8720486.0,26.0,MI,6.052380952380953
2017,3190485570.2470517,697997,19946228.0,8774366.0,26.0,MI,5.786904761904762
2018,2489314579.4829006,598025,19968144.0,8812256.0,26.0,MI,5.1226190476190485
2019,2057392319.3910003,547544,19973714.0,8839230.0,26.0,MI,4.991666666666667
2006,760494266.371125,238360,10327110.0,3901286.0,27.0,MN,4.635227272727273
2007,832273680.2184376,265991,10414406.0,3996398.0,27.0,MN,5.206818181818182
2008,912781605.558975,292733,10494036.0,4089818.0,27.0,MN,5.945454545454546
2009,1005716932.8148875,318865,10562406.0,4178452.0,27.0,MN,8.181818181818182
2010,1099261677.45255,354670,10621656.0,4257100.0,27.0,MN,7.69659090909091
2011,1169528755.51335,379011,10692286.0,4322648.0,27.0,MN,6.88409090909091
2012,1216237957.1233125,396701,10753286.0,4380220.0,27.0,MN,6.004545454545456
2013,1192539955.9172251,417757,10826958.0,4434798.0,27.0,MN,5.567045454545455
