year,state_name,state_fips,county_name,county_fips,total_population,death_drug_poisonings_unintentional,mortality_rate_unintentional_drug_poisoning,mean_mortality_rate_unintentional_drug_poisoning_per_state_year,filled_mortality_rate_unintentional_drug_poisoning,mme,mme_per_capita,merge_population_vitalstatistics,merge_population_vitalstatistics_opioids
2017,VA,51,PULASKI,155,34225.0,,,,,27201164.759999998,794.7747190650109,left_only,both
2018,VA,51,PULASKI,155,34060.0,,,,,23935449.45,702.7436714621257,left_only,both
2019,VA,51,PULASKI,155,34027.0,,,,,24233406.645,712.1816982102448,left_only,both
2000,VA,51,,157,6980.0,,,,,,,left_only,left_only
2001,VA,51,,157,7157.0,,,,,,,left_only,left_only
2002,VA,51,,157,7197.0,,,,,,,left_only,left_only
2003,VA,51,,157,7200.0,,,12.17724961324616,12.17724961324616,,,both,left_only
2004,VA,51,,157,7289.0,,,16.001902969785846,16.001902969785846,,,both,left_only
2005,VA,51,,157,7384.0,,,16.139550929440475,16.139550929440475,,,both,left_only
2006,VA,51,RAPPAHANNOCK,157,7348.0,,,16.85796077151202,16.85796077151202,351068.082,47.77736554164398,both,both
2007,VA,51,RAPPAHANNOCK,157,7403.0,,,22.48352426291943,22.48352426291943,454813.7805,61.436415034445496,both,both
2008,VA,51,RAPPAHANNOCK,157,7420.0,,,19.127872353154697,19.127872353154697,475305.8325,64.05738982479785,both,both
2009,VA,51,RAPPAHANNOCK,157,7333.0,,,13.202735717753034,13.202735717753034,522811.9125,71.29577423973817,both,both
2010,VA,51,RAPPAHANNOCK,157,7500.0,,,11.745685972345463,11.745685972345463,381782.25,50.9043,both,both
2011,VA,51,RAPPAHANNOCK,157,7476.0,,,20.045599563686412,20.045599563686412,154428.225,20.656530898876404,both,both
2012,VA,51,RAPPAHANNOCK,157,7409.0,,,15.400027461048301,15.400027461048301,116085.45000000001,15.668167094074775,both,both
2013,VA,51,RAPPAHANNOCK,157,7428.0,,,12.591810361115217,12.591810361115217,93080.25,12.530997576736672,both,both
2014,VA,51,RAPPAHANNOCK,157,7336.0,,,16.951904428916674,16.951904428916674,146658.15,19.99156897491821,both,both
2015,VA,51,RAPPAHANNOCK,157,7400.0,,,14.914847617300586,14.914847617300586,139998.75,18.91875,both,both
2016,VA,51,RAPPAHANNOCK,157,7380.0,,,,,143107.5,19.391260162601625,left_only,both
2017,VA,51,RAPPAHANNOCK,157,7393.0,,,,,180597.0,24.428107669417017,left_only,both
2018,VA,51,RAPPAHANNOCK,157,7345.0,,,,,131163.0,17.857454050374404,left_only,both
2019,VA,51,,157,7370.0,,,,,,,left_only,left_only
2000,VA,51,,159,8803.0,,,,,,,left_only,left_only
2001,VA,51,,159,8924.0,,,,,,,left_only,left_only
2002,VA,51,,159,9003.0,,,,,,,left_only,left_only
2003,VA,51,,159,9103.0,,,12.17724961324616,12.17724961324616,,,both,left_only
2004,VA,51,,159,9202.0,,,16.001902969785846,16.001902969785846,,,both,left_only
2005,VA,51,,159,9213.0,,,16.139550929440475,16.139550929440475,,,both,left_only
2006,VA,51,RICHMOND,159,9328.0,,,16.85796077151202,16.85796077151202,823919.6925,88.32758281518011,both,both
2007,VA,51,RICHMOND,159,9426.0,,,22.48352426291943,22.48352426291943,779786.1749999999,82.72715626989178,both,both
2008,VA,51,RICHMOND,159,9386.0,,,19.127872353154697,19.127872353154697,685197.8663625,73.00211659519498,both,both
2009,VA,51,RICHMOND,159,9251.0,,,13.202735717753034,13.202735717753034,1214786.4038625,131.31406376202574,both,both
2010,VA,51,RICHMOND,159,9280.0,,,11.745685972345463,11.745685972345463,1069946.5125,115.2959603987069,both,both
2011,VA,51,RICHMOND,159,9208.0,,,20.045599563686412,20.045599563686412,1119683.55,121.59899543874891,both,both
2012,VA,51,RICHMOND,159,9079.0,,,15.400027461048301,15.400027461048301,1197320.1075,131.87797196827844,both,both
2013,VA,51,RICHMOND,159,8952.0,,,12.591810361115217,12.591810361115217,869738.325,97.15575569705094,both,both
2014,VA,51,RICHMOND,159,8884.0,,,16.951904428916674,16.951904428916674,759804.375,85.525030954525,both,both
2015,VA,51,RICHMOND,159,8781.0,,,14.914847617300586,14.914847617300586,678569.1375,77.27697728049196,both,both
2016,VA,51,RICHMOND,159,8758.0,,,,,789981.7424999999,90.20115808403744,left_only,both
2017,VA,51,RICHMOND,159,8889.0,,,,,692119.215,77.86243840701991,left_only,both
2018,VA,51,RICHMOND,159,8970.0,,,,,483935.2425,53.95041722408027,left_only,both
2019,VA,51,RICHMOND,159,9023.0,,,,,503711.67,55.825298681148176,left_only,both
2000,VA,51,,161,85744.0,,,,,,,left_only,left_only
2001,VA,51,,161,85941.0,,,,,,,left_only,left_only
2002,VA,51,,161,86569.0,,,,,,,left_only,left_only
2003,VA,51,,161,87338.0,,,12.17724961324616,12.17724961324616,,,both,left_only
2004,VA,51,,161,88177.0,,,16.001902969785846,16.001902969785846,,,both,left_only
2005,VA,51,,161,89245.0,,,16.139550929440475,16.139550929440475,,,both,left_only
2006,VA,51,ROANOKE,161,90489.0,,,16.85796077151202,16.85796077151202,23592781.4674,260.7254082529368,both,both
2007,VA,51,ROANOKE,161,91120.0,,,22.48352426291943,22.48352426291943,26392717.291625,289.6479070634877,both,both
2008,VA,51,ROANOKE,161,91704.0,,,19.127872353154697,19.127872353154697,29121455.135225,317.55926824593257,both,both
2009,VA,51,ROANOKE,161,92215.0,,,13.202735717753034,13.202735717753034,34813743.973725,377.5279940760722,both,both
2010,VA,51,ROANOKE,161,92401.0,,,11.745685972345463,11.745685972345463,37250245.45545,403.13682163017717,both,both
2011,VA,51,ROANOKE,161,92815.0,,,20.045599563686412,20.045599563686412,39260777.1427125,423.0003463094597,both,both
2012,VA,51,ROANOKE,161,92738.0,,,15.400027461048301,15.400027461048301,39524787.7795125,426.19840604188687,both,both
2013,VA,51,ROANOKE,161,93311.0,,,12.591810361115217,12.591810361115217,43183118.0547375,462.78700319080815,both,both
2014,VA,51,ROANOKE,161,93378.0,17.0,18.20557304718456,16.951904428916674,18.20557304718456,46319027.4670125,496.0379047207319,both,both
2015,VA,51,ROANOKE,161,93376.0,,,14.914847617300586,14.914847617300586,48206140.6338,516.258360111806,both,both
2016,VA,51,ROANOKE,161,93528.0,,,,,46147099.485,493.40410876956634,left_only,both
2017,VA,51,ROANOKE,161,93939.0,,,,,42650481.8925,454.0231628237473,left_only,both
2018,VA,51,ROANOKE,161,94086.0,,,,,39067671.0975,415.2336277182577,left_only,both
2019,VA,51,ROANOKE,161,94186.0,,,,,36444499.47,386.9417903934767,left_only,both
2000,VA,51,,163,20835.0,,,,,,,left_only,left_only
2001,VA,51,,163,20905.0,,,,,,,left_only,left_only
2002,VA,51,,163,20989.0,,,,,,,left_only,left_only
2003,VA,51,,163,21189.0,,,12.17724961324616,12.17724961324616,,,both,left_only
2004,VA,51,,163,21432.0,,,16.001902969785846,16.001902969785846,,,both,left_only
2005,VA,51,,163,21738.0,,,16.139550929440475,16.139550929440475,,,both,left_only
2006,VA,51,,163,21931.0,,,16.85796077151202,16.85796077151202,,,both,left_only
2007,VA,51,,163,22228.0,,,22.48352426291943,22.48352426291943,,,both,left_only
2008,VA,51,,163,22363.0,,,19.127872353154697,19.127872353154697,,,both,left_only
2009,VA,51,,163,22269.0,,,13.202735717753034,13.202735717753034,,,both,left_only
2010,VA,51,,163,22346.0,,,11.745685972345463,11.745685972345463,,,both,left_only
2011,VA,51,,163,22445.0,,,20.045599563686412,20.045599563686412,,,both,left_only
2012,VA,51,,163,22378.0,,,15.400027461048301,15.400027461048301,,,both,left_only
2013,VA,51,,163,22328.0,,,12.591810361115217,12.591810361115217,,,both,left_only
2014,VA,51,,163,22432.0,,,16.951904428916674,16.951904428916674,,,both,left_only
2015,VA,51,ROCKBRIDGE,163,22396.0,,,14.914847617300586,14.914847617300586,70842.975,3.1631976692266477,both,both
2016,VA,51,ROCKBRIDGE,163,22450.0,,,,,442793.5275,19.723542427616927,left_only,both
2017,VA,51,ROCKBRIDGE,163,22668.0,,,,,481712.025,21.25075105876125,left_only,both
2018,VA,51,ROCKBRIDGE,163,22761.0,,,,,353030.28,15.510315012521419,left_only,both
2019,VA,51,ROCKBRIDGE,163,22573.0,,,,,316146.9,14.005533159083862,left_only,both
2000,VA,51,,165,67977.0,,,,,,,left_only,left_only
2001,VA,51,,165,68671.0,,,,,,,left_only,left_only
2002,VA,51,,165,69315.0,,,,,,,left_only,left_only
2003,VA,51,,165,69975.0,,,12.17724961324616,12.17724961324616,,,both,left_only
2004,VA,51,,165,70789.0,,,16.001902969785846,16.001902969785846,,,both,left_only
2005,VA,51,,165,72030.0,,,16.139550929440475,16.139550929440475,,,both,left_only
2006,VA,51,ROCKINGHAM,165,73000.0,,,16.85796077151202,16.85796077151202,5020405.005,68.77267130136987,both,both
2007,VA,51,ROCKINGHAM,165,74274.0,,,22.48352426291943,22.48352426291943,5982816.29025,80.55061381169722,both,both
2008,VA,51,ROCKINGHAM,165,75075.0,,,19.127872353154697,19.127872353154697,6931211.1735000005,92.32382515484517,both,both
2009,VA,51,ROCKINGHAM,165,75850.0,,,13.202735717753034,13.202735717753034,8026324.6680000005,105.81838718523402,both,both
2010,VA,51,ROCKINGHAM,165,76408.0,,,11.745685972345463,11.745685972345463,9011574.907724999,117.94020138892523,both,both
2011,VA,51,ROCKINGHAM,165,76861.0,,,20.045599563686412,20.045599563686412,10505699.175,136.68439358061957,both,both
2012,VA,51,ROCKINGHAM,165,77137.0,,,15.400027461048301,15.400027461048301,11798423.0663625,152.95413441490464,both,both
2013,VA,51,ROCKINGHAM,165,77419.0,,,12.591810361115217,12.591810361115217,12684974.295,163.84833561528825,both,both
2014,VA,51,ROCKINGHAM,165,77878.0,,,16.951904428916674,16.951904428916674,13309849.4775,170.90641102108424,both,both
2015,VA,51,ROCKINGHAM,165,78445.0,,,14.914847617300586,14.914847617300586,12707907.7575,161.99767681177894,both,both
2016,VA,51,ROCKINGHAM,165,79367.0,,,,,13318817.655,167.81304137739866,left_only,both
2017,VA,51,ROCKINGHAM,165,80397.0,,,,,11803883.775,146.8199531698944,left_only,both
2018,VA,51,ROCKINGHAM,165,81261.0,,,,,9297045.69,114.40968841141506,left_only,both
2019,VA,51,ROCKINGHAM,165,81948.0,,,,,9179499.24,112.01614731293016,left_only,both
2000,VA,51,,167,29251.0,,,,,,,left_only,left_only
2001,VA,51,,167,29001.0,,,,,,,left_only,left_only
2002,VA,51,,167,28741.0,,,,,,,left_only,left_only
2003,VA,51,,167,28766.0,13.0,45.19224083988041,12.17724961324616,45.19224083988041,,,both,left_only
2004,VA,51,,167,28546.0,11.0,38.53429552301549,16.001902969785846,38.53429552301549,,,both,left_only
2005,VA,51,,167,28508.0,10.0,35.077872877788685,16.139550929440475,35.077872877788685,,,both,left_only
2006,VA,51,RUSSELL,167,28618.0,,,16.85796077151202,16.85796077151202,17481177.343725,610.845528818401,both,both
2007,VA,51,RUSSELL,167,28889.0,10.0,34.615251479802,22.48352426291943,34.615251479802,20068248.3424875,694.6674631343244,both,both
2008,VA,51,RUSSELL,167,28831.0,,,19.127872353154697,19.127872353154697,22677806.4288625,786.5771714079464,both,both
2009,VA,51,RUSSELL,167,29012.0,,,13.202735717753034,13.202735717753034,24384694.642500002,840.5037447435544,both,both
2010,VA,51,RUSSELL,167,28878.0,12.0,41.5541242468315,11.745685972345463,41.5541242468315,25854363.1875,895.2961835134012,both,both
2011,VA,51,RUSSELL,167,28683.0,14.0,48.80939929575009,20.045599563686412,48.80939929575009,26150282.0625,911.6996849178956,both,both
2012,VA,51,RUSSELL,167,28427.0,,,15.400027461048301,15.400027461048301,27768758.835,976.8445082140219,both,both
2013,VA,51,RUSSELL,167,28336.0,,,12.591810361115217,12.591810361115217,26220974.145,925.359053677301,both,both
2014,VA,51,RUSSELL,167,28077.0,,,16.951904428916674,16.951904428916674,22207574.175,790.9525296506038,both,both
2015,VA,51,RUSSELL,167,27854.0,,,14.914847617300586,14.914847617300586,17255995.4925,619.5158861384361,both,both
2016,VA,51,RUSSELL,167,27422.0,,,,,18001543.5,656.4635511632995,left_only,both
2017,VA,51,RUSSELL,167,27046.0,,,,,16950222.67125,626.7182826018635,left_only,both
2018,VA,51,RUSSELL,167,26795.0,,,,,14641666.3875,546.4327817689867,left_only,both
2019,VA,51,RUSSELL,167,26586.0,,,,,14885072.79,559.88387835703,left_only,both
2000,VA,51,,169,23351.0,,,,,,,left_only,left_only
2001,VA,51,,169,23127.0,,,,,,,left_only,left_only
2002,VA,51,,169,23048.0,,,,,,,left_only,left_only
2003,VA,51,,169,22978.0,,,12.17724961324616,12.17724961324616,,,both,left_only
2004,VA,51,,169,22954.0,,,16.001902969785846,16.001902969785846,,,both,left_only
2005,VA,51,,169,23084.0,,,16.139550929440475,16.139550929440475,,,both,left_only
2006,VA,51,SCOTT,169,23272.0,,,16.85796077151202,16.85796077151202,15634634.324675,671.821688066131,both,both
2007,VA,51,SCOTT,169,23302.0,,,22.48352426291943,22.48352426291943,15842217.2369375,679.865129042035,both,both
2008,VA,51,SCOTT,169,23237.0,,,19.127872353154697,19.127872353154697,17316427.408575002,745.2092528542842,both,both
2009,VA,51,SCOTT,169,23212.0,,,13.202735717753034,13.202735717753034,19666428.016575,847.2526286651301,both,both
2010,VA,51,SCOTT,169,23128.0,,,11.745685972345463,11.745685972345463,20970357.391575,906.7086385150035,both,both
2011,VA,51,SCOTT,169,23053.0,,,20.045599563686412,20.045599563686412,23069678.8318125,1000.7234994062595,both,both
2012,VA,51,SCOTT,169,22954.0,,,15.400027461048301,15.400027461048301,24501891.6255,1067.4345049011065,both,both
2013,VA,51,SCOTT,169,22768.0,,,12.591810361115217,12.591810361115217,24667182.9525,1083.4145709987702,both,both
2014,VA,51,SCOTT,169,22519.0,,,16.951904428916674,16.951904428916674,25407248.2875,1128.258283560549,both,both
2015,VA,51,SCOTT,169,22296.0,,,14.914847617300586,14.914847617300586,25797461.6625,1157.0443874461787,both,both
2016,VA,51,SCOTT,169,22082.0,,,,,26812807.552500002,1214.2381827959425,left_only,both
2017,VA,51,SCOTT,169,21893.0,,,,,25840503.10125,1180.3089161489975,left_only,both
2018,VA,51,SCOTT,169,21672.0,,,,,23499549.1725,1084.3276657668882,left_only,both
2019,VA,51,SCOTT,169,21566.0,,,,,22434318.555,1040.2633105351015,left_only,both
2000,VA,51,,171,35240.0,,,,,,,left_only,left_only
2001,VA,51,,171,35835.0,,,,,,,left_only,left_only
2002,VA,51,,171,36525.0,,,,,,,left_only,left_only
2003,VA,51,,171,37309.0,,,12.17724961324616,12.17724961324616,,,both,left_only
2004,VA,51,,171,38272.0,,,16.001902969785846,16.001902969785846,,,both,left_only
2005,VA,51,,171,39406.0,,,16.139550929440475,16.139550929440475,,,both,left_only
2006,VA,51,SHENANDOAH,171,40610.0,,,16.85796077151202,16.85796077151202,6296888.4825,155.05758390790444,both,both
2007,VA,51,SHENANDOAH,171,41214.0,,,22.48352426291943,22.48352426291943,7062854.634000001,171.37027791527152,both,both
2008,VA,51,SHENANDOAH,171,41720.0,,,19.127872353154697,19.127872353154697,8279457.3015,198.45295545302014,both,both
2009,VA,51,SHENANDOAH,171,41743.0,,,13.202735717753034,13.202735717753034,9509364.157724999,227.80739663476507,both,both
2010,VA,51,SHENANDOAH,171,42052.0,,,11.745685972345463,11.745685972345463,10214756.776124999,242.90775173891845,both,both
2011,VA,51,SHENANDOAH,171,42266.0,,,20.045599563686412,20.045599563686412,11843498.3365875,280.21337095035017,both,both
2012,VA,51,SHENANDOAH,171,42530.0,,,15.400027461048301,15.400027461048301,12637396.7775,297.14076598871384,both,both
2013,VA,51,SHENANDOAH,171,42506.0,,,12.591810361115217,12.591810361115217,13809903.4765875,324.89303807903593,both,both
2014,VA,51,SHENANDOAH,171,42729.0,,,16.951904428916674,16.951904428916674,13742629.785,321.6230144632451,both,both
2015,VA,51,SHENANDOAH,171,42848.0,11.0,25.672143390589994,14.914847617300586,25.672143390589994,11231566.9314,262.1258152399178,both,both
2016,VA,51,SHENANDOAH,171,42907.0,,,,,9571774.26,223.08188081198873,left_only,both
2017,VA,51,SHENANDOAH,171,43276.0,,,,,8578043.4975,198.21710642157316,left_only,both
2018,VA,51,SHENANDOAH,171,43473.0,,,,,7770111.9825,178.73420243599475,left_only,both
2019,VA,51,SHENANDOAH,171,43616.0,,,,,6443904.1125,147.7417487275312,left_only,both
2000,VA,51,,173,33079.0,,,,,,,left_only,left_only
2001,VA,51,,173,32931.0,,,,,,,left_only,left_only
2002,VA,51,,173,32849.0,,,,,,,left_only,left_only
2003,VA,51,,173,32733.0,,,12.17724961324616,12.17724961324616,,,both,left_only
2004,VA,51,,173,32570.0,,,16.001902969785846,16.001902969785846,,,both,left_only
2005,VA,51,,173,32519.0,,,16.139550929440475,16.139550929440475,,,both,left_only
2006,VA,51,SMYTH,173,32632.0,,,16.85796077151202,16.85796077151202,11549768.08535,353.93993887441775,both,both
2007,VA,51,SMYTH,173,32449.0,,,22.48352426291943,22.48352426291943,14652726.8717375,451.5617390901877,both,both
2008,VA,51,SMYTH,173,32386.0,,,19.127872353154697,19.127872353154697,16084970.7526125,496.664322627447,both,both
2009,VA,51,SMYTH,173,32283.0,,,13.202735717753034,13.202735717753034,14978863.940475,463.98612088328224,both,both
2010,VA,51,SMYTH,173,32198.0,,,11.745685972345463,11.745685972345463,15620180.9013375,485.12891798675383,both,both
2011,VA,51,SMYTH,173,32047.0,,,20.045599563686412,20.045599563686412,17524751.2402125,546.8452972263394,both,both
2012,VA,51,SMYTH,173,31896.0,,,15.400027461048301,15.400027461048301,18344571.9685875,575.1370694942156,both,both
2013,VA,51,SMYTH,173,31772.0,,,12.591810361115217,12.591810361115217,18821226.1959,592.3840550138486,both,both
2014,VA,51,SMYTH,173,31573.0,,,16.951904428916674,16.951904428916674,20436418.845,647.2751669147689,both,both
2015,VA,51,SMYTH,173,31419.0,,,14.914847617300586,14.914847617300586,19918662.405,633.9686942614342,both,both
2016,VA,51,SMYTH,173,31126.0,,,,,18602735.59125,597.659050030521,left_only,both
2017,VA,51,SMYTH,173,30731.0,,,,,14586925.66875,474.66485531710646,left_only,both
2018,VA,51,SMYTH,173,30454.0,,,,,12371577.4575,406.2381774972089,left_only,both
2019,VA,51,SMYTH,173,30104.0,,,,,11983412.3025,398.0671107660112,left_only,both
2000,VA,51,,175,17493.0,,,,,,,left_only,left_only
2001,VA,51,,175,17489.0,,,,,,,left_only,left_only
2002,VA,51,,175,17353.0,,,,,,,left_only,left_only
2003,VA,51,,175,17409.0,,,12.17724961324616,12.17724961324616,,,both,left_only
2004,VA,51,,175,17535.0,,,16.001902969785846,16.001902969785846,,,both,left_only
2005,VA,51,,175,17810.0,,,16.139550929440475,16.139550929440475,,,both,left_only
2006,VA,51,SOUTHAMPTON,175,18028.0,,,16.85796077151202,16.85796077151202,62947.162500000006,3.491633153982694,both,both
2007,VA,51,SOUTHAMPTON,175,18571.0,,,22.48352426291943,22.48352426291943,53381.25,2.8744413332615366,both,both
2008,VA,51,SOUTHAMPTON,175,18706.0,,,19.127872353154697,19.127872353154697,74638.5375,3.990085400406287,both,both
2009,VA,51,SOUTHAMPTON,175,18607.0,,,13.202735717753034,13.202735717753034,64112.325000000004,3.4456024614392433,both,both
2010,VA,51,SOUTHAMPTON,175,18640.0,,,11.745685972345463,11.745685972345463,62025.6,3.3275536480686694,both,both
2011,VA,51,SOUTHAMPTON,175,18638.0,,,20.045599563686412,20.045599563686412,77727.2625,4.170364980148085,both,both
2012,VA,51,SOUTHAMPTON,175,18507.0,,,15.400027461048301,15.400027461048301,92838.3,5.016388393580807,both,both
2013,VA,51,SOUTHAMPTON,175,18329.0,,,12.591810361115217,12.591810361115217,103785.075,5.662342462763926,both,both
2014,VA,51,SOUTHAMPTON,175,18223.0,,,16.951904428916674,16.951904428916674,65114.325,3.5731945892553365,both,both
2015,VA,51,SOUTHAMPTON,175,18136.0,,,14.914847617300586,14.914847617300586,57447.675,3.1676044883105425,both,both
2016,VA,51,,175,18080.0,,,,,,,left_only,left_only
2017,VA,51,,175,17841.0,,,,,,,left_only,left_only
2018,VA,51,,175,17713.0,,,,,,,left_only,left_only
2019,VA,51,,175,17631.0,,,,,,,left_only,left_only
2000,VA,51,,177,91387.0,,,,,,,left_only,left_only
2001,VA,51,,177,96326.0,,,,,,,left_only,left_only
2002,VA,51,,177,101802.0,,,,,,,left_only,left_only
2003,VA,51,,177,106525.0,,,12.17724961324616,12.17724961324616,,,both,left_only
2004,VA,51,,177,110580.0,,,16.001902969785846,16.001902969785846,,,both,left_only
2005,VA,51,,177,115017.0,,,16.139550929440475,16.139550929440475,,,both,left_only
2006,VA,51,SPOTSYLVANIA,177,117891.0,,,16.85796077151202,16.85796077151202,18200880.3605,154.387360871483,both,both
2007,VA,51,SPOTSYLVANIA,177,119083.0,,,22.48352426291943,22.48352426291943,21958976.9110875,184.4006021941629,both,both
2008,VA,51,SPOTSYLVANIA,177,120195.0,,,19.127872353154697,19.127872353154697,22915227.0073625,190.65041813188984,both,both
2009,VA,51,SPOTSYLVANIA,177,121038.0,,,13.202735717753034,13.202735717753034,29570295.3075,244.30588168591683,both,both
2010,VA,51,SPOTSYLVANIA,177,122976.0,,,11.745685972345463,11.745685972345463,34832588.894999996,283.24704735070253,both,both
2011,VA,51,SPOTSYLVANIA,177,124537.0,12.0,9.6356905979749,20.045599563686412,9.6356905979749,47297789.055,379.7890510852196,both,both
2012,VA,51,SPOTSYLVANIA,177,125827.0,11.0,8.742161857153075,15.400027461048301,8.742161857153075,58687283.9520375,466.4124866049218,both,both
2013,VA,51,SPOTSYLVANIA,177,127392.0,12.0,9.419743782969103,12.591810361115217,9.419743782969103,49047748.969087504,385.01435701682607,both,both
2014,VA,51,SPOTSYLVANIA,177,128804.0,11.0,8.54010745007919,16.951904428916674,8.54010745007919,44833264.102725,348.0735388864088,both,both
2015,VA,51,SPOTSYLVANIA,177,129948.0,20.0,15.3907716932927,14.914847617300586,15.3907716932927,37378584.5325,287.6426303790747,both,both
2016,VA,51,SPOTSYLVANIA,177,131252.0,,,,,30361458.7914,231.32187541066043,left_only,both
2017,VA,51,SPOTSYLVANIA,177,132739.0,,,,,24463296.2739,184.2962224658917,left_only,both
2018,VA,51,SPOTSYLVANIA,177,134011.0,,,,,21816108.9264,162.79341939393035,left_only,both
2019,VA,51,SPOTSYLVANIA,177,136215.0,,,,,22661722.3464,166.36730423521638,left_only,both
2000,VA,51,,179,93625.0,,,,,,,left_only,left_only
2001,VA,51,,179,98320.0,,,,,,,left_only,left_only
2002,VA,51,,179,103943.0,,,,,,,left_only,left_only
2003,VA,51,,179,109166.0,,,12.17724961324616,12.17724961324616,,,both,left_only
2004,VA,51,,179,113798.0,,,16.001902969785846,16.001902969785846,,,both,left_only
2005,VA,51,,179,117611.0,,,16.139550929440475,16.139550929440475,,,both,left_only
2006,VA,51,STAFFORD,179,119892.0,,,16.85796077151202,16.85796077151202,18326449.567587502,152.85798524995414,both,both
2007,VA,51,STAFFORD,179,122526.0,11.0,8.977686368607479,22.48352426291943,8.977686368607479,20533636.9218625,167.58595662849112,both,both
2008,VA,51,STAFFORD,179,124323.0,,,19.127872353154697,19.127872353154697,20912183.34645,168.20848392051352,both,both
2009,VA,51,STAFFORD,179,126449.0,,,13.202735717753034,13.202735717753034,28150651.817250002,222.62455074575522,both,both
2010,VA,51,STAFFORD,179,129832.0,,,11.745685972345463,11.745685972345463,37063044.8033625,285.4692587602633,both,both
2011,VA,51,STAFFORD,179,132200.0,,,20.045599563686412,20.045599563686412,46818117.076987505,354.14612009824134,both,both
2012,VA,51,STAFFORD,179,133368.0,,,15.400027461048301,15.400027461048301,39302816.6442375,294.6945042606735,both,both
2013,VA,51,STAFFORD,179,135923.0,13.0,9.56423857625273,12.591810361115217,9.56423857625273,33010871.875125,242.8645032490822,both,both
2014,VA,51,STAFFORD,179,138791.0,10.0,7.205078139072418,16.951904428916674,7.205078139072418,29050191.626362503,209.30890062296908,both,both
2015,VA,51,STAFFORD,179,140868.0,16.0,11.358150893034614,14.914847617300586,11.358150893034614,27584216.8128,195.81606051622796,both,both
2016,VA,51,STAFFORD,179,143501.0,,,,,26132035.4103,182.1035073644086,left_only,both
2017,VA,51,STAFFORD,179,146792.0,,,,,23366483.0478,159.18090255463514,left_only,both
2018,VA,51,STAFFORD,179,149824.0,,,,,20439807.1353,136.42545343402927,left_only,both
2019,VA,51,STAFFORD,179,152882.0,,,,,18292791.4353,119.65300974149999,left_only,both
2000,VA,51,,181,6833.0,,,,,,,left_only,left_only
2001,VA,51,,181,6829.0,,,,,,,left_only,left_only
2002,VA,51,,181,6886.0,,,,,,,left_only,left_only
2003,VA,51,,181,6901.0,,,12.17724961324616,12.17724961324616,,,both,left_only
2004,VA,51,,181,6873.0,,,16.001902969785846,16.001902969785846,,,both,left_only
2005,VA,51,,181,6865.0,,,16.139550929440475,16.139550929440475,,,both,left_only
2006,VA,51,SURRY,181,6991.0,,,16.85796077151202,16.85796077151202,105790.31250000001,15.132357674152484,both,both
2007,VA,51,SURRY,181,7042.0,,,22.48352426291943,22.48352426291943,109285.08750000001,15.519041110479979,both,both
2008,VA,51,SURRY,181,7061.0,,,19.127872353154697,19.127872353154697,108240.15000000001,15.329294717462117,both,both
2009,VA,51,SURRY,181,7037.0,,,13.202735717753034,13.202735717753034,82635.8625,11.743052792383118,both,both
2010,VA,51,SURRY,181,7044.0,,,11.745685972345463,11.745685972345463,100424.5125,14.25674510221465,both,both
2011,VA,51,SURRY,181,6921.0,,,20.045599563686412,20.045599563686412,108391.2375,15.661210446467274,both,both
2012,VA,51,,181,6839.0,,,15.400027461048301,15.400027461048301,,,both,left_only
2013,VA,51,,181,6787.0,,,12.591810361115217,12.591810361115217,,,both,left_only
2014,VA,51,,181,6780.0,,,16.951904428916674,16.951904428916674,,,both,left_only
2015,VA,51,,181,6671.0,,,14.914847617300586,14.914847617300586,,,both,left_only
2016,VA,51,,181,6554.0,,,,,,,left_only,left_only
2017,VA,51,,181,6503.0,,,,,,,left_only,left_only
2018,VA,51,,181,6463.0,,,,,,,left_only,left_only
2019,VA,51,,181,6422.0,,,,,,,left_only,left_only
2000,VA,51,,183,12456.0,,,,,,,left_only,left_only
2001,VA,51,,183,12318.0,,,,,,,left_only,left_only
2002,VA,51,,183,12109.0,,,,,,,left_only,left_only
2003,VA,51,,183,12205.0,,,12.17724961324616,12.17724961324616,,,both,left_only
2004,VA,51,,183,12014.0,,,16.001902969785846,16.001902969785846,,,both,left_only
2005,VA,51,,183,11933.0,,,16.139550929440475,16.139550929440475,,,both,left_only
2006,VA,51,SUSSEX,183,12193.0,,,16.85796077151202,16.85796077151202,927040.7559,76.03057130320676,both,both
2007,VA,51,SUSSEX,183,12191.0,,,22.48352426291943,22.48352426291943,1148799.7743000002,94.23343239274877,both,both
2008,VA,51,SUSSEX,183,12215.0,,,19.127872353154697,19.127872353154697,1104035.776125,90.38360836062219,both,both
2009,VA,51,SUSSEX,183,12175.0,,,13.202735717753034,13.202735717753034,1255203.8625,103.09682648870637,both,both
2010,VA,51,SUSSEX,183,12011.0,,,11.745685972345463,11.745685972345463,1101901.0275,91.74098971775872,both,both
2011,VA,51,SUSSEX,183,12086.0,,,20.045599563686412,20.045599563686412,1208201.9625,99.96706623365877,both,both
2012,VA,51,SUSSEX,183,11924.0,,,15.400027461048301,15.400027461048301,1337375.4375,112.15828895504865,both,both
2013,VA,51,SUSSEX,183,11766.0,,,12.591810361115217,12.591810361115217,1374530.5275,116.82224439061704,both,both
2014,VA,51,SUSSEX,183,11723.0,,,16.951904428916674,16.951904428916674,1470888.1875,125.47028810884586,both,both
